Regionskode,Regionsnavn,Kommunekode ,Kommunenavn,Ejerlavskode,Ejerlavsbetegnelse,Unikt navn
1083,Syddanmark,479,Svendborg Kommune,2004356,"Sørup, Svendborg Jorder","Sørup, Svendborg Jorder"
1081,Nordjylland,860,Hjørring Kommune,561171,"Sørup, Tårs","Sørup, Tårs"
1082,Midtjylland,707,Norddjurs Kommune,930555,"Sorvad Hgd., Gjesing","Sorvad Hgd., Gjesing"
1083,Syddanmark,630,Vejle kommune,1130158,"Søskov By, Bredsten","Søskov By, Bredsten"
1083,Syddanmark,580,Aabenraa Kommune,1520457,"Søst, Rise","Søst, Rise"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,350656,"Søsted, Nr. Lyndelse","Søsted, Nr. Lyndelse"
1085,Sjælland,265,Roskilde Kommune,50254,"Søster Svenstrup By, Dåstrup","Søster Svenstrup By, Dåstrup"
1085,Sjælland,316,Holbæk Kommune,151455,"Søstrup By, Søstrup","Søstrup By, Søstrup"
1084,Hovedstaden,240,Egedal Kommune,90553,"Søsum By, Stenløse","Søsum By, Stenløse"
1085,Sjælland,316,Holbæk Kommune,151657,"Søtofte By, St. Tåstrup","Søtofte By, St. Tåstrup"
1081,Nordjylland,820,Vesthimmerlands Kommune,651555,"Søttrup By, Ulstrup","Søttrup By, Ulstrup"
1083,Syddanmark,540,Sønderborg Kommune,1540452,"Sottrup Ejerlav, Sottrup","Sottrup Ejerlav, Sottrup"
1083,Syddanmark,580,Aabenraa Kommune,1500258,"Sottrup, Bylderup","Sottrup, Bylderup"
1081,Nordjylland,860,Hjørring Kommune,530257,"Søttrupgård, Bindslev","Søttrupgård, Bindslev"
1083,Syddanmark,550,Tønder Kommune,1500456,"Søvang, Højst","Søvang, Højst"
1083,Syddanmark,482,Langeland Kommune,460557,"Søvertorp Hgd., Longelse","Søvertorp Hgd., Longelse"
1083,Syddanmark,482,Langeland Kommune,450456,"Søvertorp Hgd., Skrøbelev","Søvertorp Hgd., Skrøbelev"
1083,Syddanmark,573,Varde Kommune,1340557,"Søvig Mark, Janderup","Søvig Mark, Janderup"
1083,Syddanmark,573,Varde Kommune,1341260,"Søviggård, Outrup","Søviggård, Outrup"
1082,Midtjylland,615,Horsens Kommune,1070853,"Søvind By, Søvind","Søvind By, Søvind"
1082,Midtjylland,791,Viborg Kommune,820254,"Søvsø Gde., Daugbjerg","Søvsø Gde., Daugbjerg"
1081,Nordjylland,787,Thisted Kommune,710559,"Spajlsgårde, Hvidbjerg","Spajlsgårde, Hvidbjerg"
1085,Sjælland,259,Køge Kommune,310154,"Spanager Hgd., Bjæverskov","Spanager Hgd., Bjæverskov"
1085,Sjælland,259,Køge Kommune,50454,"Spanager Hgd., Ejby","Spanager Hgd., Ejby"
1083,Syddanmark,561,Esbjerg Kommune,1460851,"Spandet Ejerlav, Spandet","Spandet Ejerlav, Spandet"
1082,Midtjylland,791,Viborg Kommune,761452,"Spanggårde, V. Tostrup","Spanggårde, V. Tostrup"
1083,Syddanmark,561,Esbjerg Kommune,2007562,"Spangsbjerg, Esbjerg Jorder","Spangsbjerg, Esbjerg Jorder"
1082,Midtjylland,791,Viborg Kommune,820153,"Sparkær By, Nr. Borris","Sparkær By, Nr. Borris"
1085,Sjælland,370,Næstved Kommune,281058,"Sparresholm Hgd., Toksværd","Sparresholm Hgd., Toksværd"
1083,Syddanmark,461,Odense Kommune,331463,"Spedsbjerg, Ubberud","Spedsbjerg, Ubberud"
1085,Sjælland,390,Vordingborg Kommune,320654,"Spejlsby By, Keldby","Spejlsby By, Keldby"
1082,Midtjylland,730,Randers Kommune,890853,"Spentrup By, Spentrup","Spentrup By, Spentrup"
1084,Hovedstaden,240,Egedal Kommune,80456,"Sperrestrup By, Jørlunde","Sperrestrup By, Jørlunde"
1081,Nordjylland,787,Thisted Kommune,700557,"Sperring By, Sjørring","Sperring By, Sjørring"
1082,Midtjylland,766,Hedensted Kommune,1111252,"Spettrup By, Urlev","Spettrup By, Urlev"
1083,Syddanmark,630,Vejle kommune,1140162,"Spjarup By, Egtved","Spjarup By, Egtved"
1085,Sjælland,370,Næstved Kommune,241253,"Spjellerup By, Marvede","Spjellerup By, Marvede"
1083,Syddanmark,482,Langeland Kommune,460555,"Spodsbjerg By, Longelse","Spodsbjerg By, Longelse"
1081,Nordjylland,787,Thisted Kommune,721256,"Spolum Gde., Vestervig","Spolum Gde., Vestervig"
1084,Hovedstaden,219,Hillerød Kommune,110854,"Sponneltshus, Nødebo","Sponneltshus, Nødebo"
1082,Midtjylland,751,Århus Kommune,1010551,"Spørring By, Spørring","Spørring By, Spørring"
1082,Midtjylland,727,Odder Kommune,1000652,"Spøttrup By, Halling","Spøttrup By, Halling"
1082,Midtjylland,779,Skive Kommune,860753,"Spøttrup Hgd., Rødding","Spøttrup Hgd., Rødding"
1083,Syddanmark,561,Esbjerg Kommune,1351454,"Spøttrup, Sneum","Spøttrup, Sneum"
1085,Sjælland,370,Næstved Kommune,270557,"Spragelse By, Herlufmagle","Spragelse By, Herlufmagle"
1085,Sjælland,320,Faxe Kommune,311058,"Sprettingegård, Sædder","Sprettingegård, Sædder"
1085,Sjælland,330,Slagelse Kommune,2001154,"Sprogø, Korsør Jorder","Sprogø, Korsør Jorder"
1085,Sjælland,390,Vordingborg Kommune,320359,"Sprove By, Damsholte","Sprove By, Damsholte"
1081,Nordjylland,851,Aalborg Kommune,660152,"St. Ajstrup By, St. Ajstrup","St. Ajstrup By, St. Ajstrup"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1211255,"St. Alle Gde., Vorgod","St. Alle Gde., Vorgod"
1083,Syddanmark,530,Billund Kommune,1360458,"St. Almstok By, Vorbasse","St. Almstok By, Vorbasse"
1083,Syddanmark,575,Vejen Kommune,1270156,"St. Andst By, Andst","St. Andst By, Andst"
1083,Syddanmark,420,Assens Kommune,331255,"St. Appe, Tommerup","St. Appe, Tommerup"
1081,Nordjylland,846,Mariagerfjord Kommune,641355,"St. Arden By, St. Arden","St. Arden By, St. Arden"
1085,Sjælland,360,Lolland Kommune,500255,"St. Avnede By, Avnede","St. Avnede By, Avnede"
1081,Nordjylland,840,Rebild Kommune,671051,"St. Binderup By, St. Binderup","St. Binderup By, St. Binderup"
1082,Midtjylland,740,Silkeborg Kommune,1091056,"St. Bredlund By, Vrads","St. Bredlund By, Vrads"
1081,Nordjylland,840,Rebild Kommune,631253,"St. Brøndum By, St. Brøndum","St. Brøndum By, St. Brøndum"
1082,Midtjylland,766,Hedensted Kommune,1110851,"St. Dalby By, St. Dalby","St. Dalby By, St. Dalby"
1085,Sjælland,390,Vordingborg Kommune,320558,"St. Damme By, Fanefjord","St. Damme By, Fanefjord"
1083,Syddanmark,561,Esbjerg Kommune,1290352,"St. Darum By, Darum","St. Darum By, Darum"
1084,Hovedstaden,219,Hillerød Kommune,2000762,"St. Dyrehave, Hillerød Jorder","St. Dyrehave, Hillerød Jorder"
1085,Sjælland,340,Sorø Kommune,220254,"St. Ebberup By, Bjernede","St. Ebberup By, Bjernede"
1085,Sjælland,320,Faxe Kommune,300756,"St. Elmue By, Roholte","St. Elmue By, Roholte"
1083,Syddanmark,550,Tønder Kommune,1490352,"St. Emmerske, Tønder","St. Emmerske, Tønder"
1085,Sjælland,320,Faxe Kommune,300460,"St. Favrby By, Hylleholt","St. Favrby By, Hylleholt"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1211256,"St. Fjelstervangs nordlige Del, Vorgod","St. Fjelstervangs nordlige Del, Vorgod"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1211257,"St. Fjelstervangs sydlige Del, Vorgod","St. Fjelstervangs sydlige Del, Vorgod"
1085,Sjælland,330,Slagelse Kommune,250654,"St. Frederikslund Hgd., Kindertofte","St. Frederikslund Hgd., Kindertofte"
1085,Sjælland,326,Kalundborg Kommune,180752,"St. Fuglede By, St. Fuglede","St. Fuglede By, St. Fuglede"
1085,Sjælland,316,Holbæk Kommune,150454,"St. Grandløse By, Grandløse","St. Grandløse By, Grandløse"
1083,Syddanmark,630,Vejle Kommune,1120751,"St. Grundet Hgd., Hornstrup","St. Grundet Hgd., Hornstrup"
1084,Hovedstaden,260,Halsnæs Kommune,101053,"St. Havelse By, Ølsted","St. Havelse By, Ølsted"
1085,Sjælland,336,Stevns Kommune,2001951,St. Heddinge Bygrunde,St. Heddinge Bygrunde
1085,Sjælland,336,Stevns Kommune,2001952,St. Heddinge Markjorder,St. Heddinge Markjorder
1085,Sjælland,265,Roskilde Kommune,2000354,"St. Hede, Roskilde Jorder","St. Hede, Roskilde Jorder"
1083,Syddanmark,461,Odense Kommune,330958,"St. Hesbjerg, Sanderum","St. Hesbjerg, Sanderum"
1081,Nordjylland,787,Thisted Kommune,690256,"St. Hillerslev By, Hillerslev","St. Hillerslev By, Hillerslev"
1082,Midtjylland,740,Silkeborg Kommune,1091057,"St. Hjøllund By, Vrads","St. Hjøllund By, Vrads"
1085,Sjælland,350,Lejre Kommune,60554,"St. Karleby By, Kirke Hyllinge","St. Karleby By, Kirke Hyllinge"
1084,Hovedstaden,260,Halsnæs Kommune,100759,"St. Karlsminde By, Torup","St. Karlsminde By, Torup"
1081,Nordjylland,860,Hjørring Kommune,561174,"St. Klarup By, Tårs","St. Klarup By, Tårs"
1085,Sjælland,330,Slagelse Kommune,251556,"St. Kongsmark By, Kirke Stillinge","St. Kongsmark By, Kirke Stillinge"
1083,Syddanmark,461,Odense Kommune,331466,"St. Korsebjerg, Ubberud","St. Korsebjerg, Ubberud"
1085,Sjælland,259,Køge Kommune,50456,"St. Ladager By, Ejby","St. Ladager By, Ejby"
1085,Sjælland,340,Sorø Kommune,221153,"St. Ladegård Hgd., Slaglille","St. Ladegård Hgd., Slaglille"
1082,Midtjylland,756,Ikast-Brande Kommune,1120271,"St. Langkær By, Brande","St. Langkær By, Brande"
1085,Sjælland,390,Vordingborg Kommune,320360,"St. Lind By, Damsholte","St. Lind By, Damsholte"
1085,Sjælland,320,Faxe Kommune,300558,"St. Linde By, Karise","St. Linde By, Karise"
1085,Sjælland,320,Faxe Kommune,300559,"St. Linde Overdrev, Karise","St. Linde Overdrev, Karise"
1085,Sjælland,360,Lolland Kommune,490159,"St. Lindet By, Birket","St. Lindet By, Birket"
1085,Sjælland,360,Lolland Kommune,490453,"St. Løjtofte By, Herredskirke","St. Løjtofte By, Herredskirke"
1084,Hovedstaden,219,Hillerød Kommune,100353,"St. Lyngby By, Ll. Lyngby","St. Lyngby By, Ll. Lyngby"
1084,Hovedstaden,155,Dragør Kommune,10851,"St. Magleby By, St. Magleby","St. Magleby By, St. Magleby"
1085,Sjælland,316,Holbæk Kommune,151655,"St. Merløse By, St. Tåstrup","St. Merløse By, St. Tåstrup"
1083,Syddanmark,530,Billund Kommune,1360260,"St. Modvig Gde., Grindsted","St. Modvig Gde., Grindsted"
1085,Sjælland,376,Guldborgsund Kommune,471153,"St. Musse By, Musse","St. Musse By, Musse"
1082,Midtjylland,756,Ikast-Brande Kommune,1090269,"St. Nørlund Gde., Ejstrup","St. Nørlund Gde., Ejstrup"
1085,Sjælland,390,Vordingborg Kommune,320455,"St. Oregård, Elmelunde","St. Oregård, Elmelunde"
1081,Nordjylland,813,Frederikshavn Kommune,551359,"St. Ørtoft, Volstrup","St. Ørtoft, Volstrup"
1083,Syddanmark,461,Odense Kommune,331353,"St. Pederstrup, Trøstrup-Korup","St. Pederstrup, Trøstrup-Korup"
1083,Syddanmark,492,Ærø Kommune,1320357,"St. Rise By, Rise","St. Rise By, Rise"
1081,Nordjylland,840,Rebild Kommune,670852,"St. Rørbæk By, Rørbæk","St. Rørbæk By, Rørbæk"
1084,Hovedstaden,250,Frederikssund Kommune,90453,"St. Rørbæk By, Snostrup","St. Rørbæk By, Snostrup"
1085,Sjælland,370,Næstved Kommune,261062,"St. Røttinge By, Snesere","St. Røttinge By, Snesere"
1081,Nordjylland,813,Frederikshavn Kommune,550154,"St. Rugtved Hgd., Albæk","St. Rugtved Hgd., Albæk"
1085,Sjælland,259,Køge Kommune,50656,"St. Salby By, Højelse","St. Salby By, Højelse"
1082,Midtjylland,707,Norddjurs Kommune,900154,"St. Sjørup By, Estruplund","St. Sjørup By, Estruplund"
1085,Sjælland,376,Guldborgsund Kommune,471556,"St. Slemminge By, Slemminge","St. Slemminge By, Slemminge"
1083,Syddanmark,482,Langeland Kommune,450554,"St. Snøde By, Snøde","St. Snøde By, Snøde"
1085,Sjælland,320,Faxe Kommune,300852,"St. Spjellerup By, Spjellerup","St. Spjellerup By, Spjellerup"
1082,Midtjylland,661,Holstebro Kommune,1221254,"St. Støvl Gde., Sir","St. Støvl Gde., Sir"
1085,Sjælland,336,Stevns Kommune,311151,"St. Tårnby By, Tårnby","St. Tårnby By, Tårnby"
1085,Sjælland,316,Holbæk Kommune,151658,"St. Tåstrup By, St. Tåstrup","St. Tåstrup By, St. Tåstrup"
1082,Midtjylland,756,Ikast-Brande Kommune,1090270,"St. Thorlund By, Ejstrup","St. Thorlund By, Ejstrup"
1085,Sjælland,320,Faxe Kommune,290953,"St. Torøje By, Smerup","St. Torøje By, Smerup"
1082,Midtjylland,791,Viborg Kommune,781851,"St. Torsager, Viskum","St. Torsager, Viskum"
1082,Midtjylland,791,Viborg Kommune,761555,"St. Torup By, Ulbjerg","St. Torup By, Ulbjerg"
1083,Syddanmark,480,Nordfyns Kommune,380362,"St. Trolddal, Hårslev","St. Trolddal, Hårslev"
1085,Sjælland,360,Lolland Kommune,490561,"St. Tvedegård, Horslunde","St. Tvedegård, Horslunde"
1083,Syddanmark,461,Odense Kommune,331467,"St. Ubberud By, Ubberud","St. Ubberud By, Ubberud"
1085,Sjælland,265,Roskilde Kommune,30153,"St. Valby By, Ågerup","St. Valby By, Ågerup"
1082,Midtjylland,706,Syddjurs Kommune,971160,"Stabrand By, Nødager","Stabrand By, Nødager"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,441853,"Ståby By, Nr. Broby","Ståby By, Nr. Broby"
1082,Midtjylland,661,Holstebro Kommune,1230654,"Staby Kærgård, Staby","Staby Kærgård, Staby"
1083,Syddanmark,580,Aabenraa Kommune,1500159,"Stade, Burkal","Stade, Burkal"
1081,Nordjylland,860,Hjørring Kommune,541753,"Stadegård, Vennebjerg","Stadegård, Vennebjerg"
1081,Nordjylland,810,Brønderslev Kommune,560955,"Stadegårde, Serritslev","Stadegårde, Serritslev"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1181254,"Stadil Ø, Stadil","Stadil Ø, Stadil"
1082,Midtjylland,706,Syddjurs Kommune,930855,"Stadsborg, Koed","Stadsborg, Koed"
1081,Nordjylland,851,Aalborg Kommune,601453,"Stae By, V. Hassing","Stae By, V. Hassing"
1082,Midtjylland,710,Favrskov Kommune,790354,"Stærkær, Gerning","Stærkær, Gerning"
1083,Syddanmark,461,Odense Kommune,330352,"Stærmose, Brændekilde","Stærmose, Brændekilde"
1083,Syddanmark,420,Assens Kommune,330256,"Stærmose, Brylle","Stærmose, Brylle"
1085,Sjælland,330,Slagelse Kommune,230754,"Stærrede By, Holsteinborg","Stærrede By, Holsteinborg"
1083,Syddanmark,479,Svendborg Kommune,430955,"Stågerup By, Ollerup","Stågerup By, Ollerup"
1083,Syddanmark,479,Svendborg Kommune,431255,"Stågerup By, Stenstrup","Stågerup By, Stenstrup"
1081,Nordjylland,849,Jammerbugt Kommune,580555,"Stagstedgård, Lerup","Stagstedgård, Lerup"
1081,Nordjylland,787,Thisted Kommune,711152,"Stagstrup By, Stagstrup","Stagstrup By, Stagstrup"
1082,Midtjylland,766,Hedensted Kommune,1100254,"Staksrode By, Barrit","Staksrode By, Barrit"
1083,Syddanmark,607,Fredericia Kommune,1160153,"Stallerup By, Bredstrup","Stallerup By, Bredstrup"
1082,Midtjylland,730,Randers Kommune,880252,"Stangerum By, Dalbyover","Stangerum By, Dalbyover"
1085,Sjælland,376,Guldborgsund Kommune,510654,"Stangerup By, Maglebrænde","Stangerup By, Maglebrænde"
1082,Midtjylland,730,Randers Kommune,930955,"Stånum By, Kristrup","Stånum By, Kristrup"
1085,Sjælland,390,Vordingborg Kommune,261456,"Stårby By, Ø. Egesborg","Stårby By, Ø. Egesborg"
1081,Nordjylland,813,Frederikshavn Kommune,531151,"Starholm, Skagen","Starholm, Skagen"
1085,Sjælland,306,Odsherred Kommune,161054,"Starreklinte By, Vallekilde","Starreklinte By, Vallekilde"
1083,Syddanmark,561,Esbjerg Kommune,1290459,"Stårup By, Gørding","Stårup By, Gørding"
1085,Sjælland,306,Odsherred Kommune,160664,"Stårup By, Højby","Stårup By, Højby"
1082,Midtjylland,779,Skive Kommune,820859,"Stårup By, Højslev","Stårup By, Højslev"
1082,Midtjylland,751,Århus Kommune,1030655,"Starup By, Malling","Starup By, Malling"
1084,Hovedstaden,210,Fredensborg Kommune,130464,"Stasevang, Karlebo","Stasevang, Karlebo"
1083,Syddanmark,482,Langeland Kommune,450356,"Stat-Enevængerne, Simmerbølle","Stat-Enevængerne, Simmerbølle"
1085,Sjælland,320,Faxe Kommune,210856,"Statafgård, Haslev","Statafgård, Haslev"
1081,Nordjylland,787,Thisted Kommune,710154,"Stathove, Bedsted","Stathove, Bedsted"
1083,Syddanmark,410,Middelfart Kommune,401753,"Staurby By, Strib-Røjleskov","Staurby By, Strib-Røjleskov"
1083,Syddanmark,410,Middelfart Kommune,401954,"Staurby By, Vejlby","Staurby By, Vejlby"
1081,Nordjylland,840,Rebild Kommune,650952,"Stausgård, Haverslev","Stausgård, Haverslev"
1083,Syddanmark,573,Varde Kommune,1340361,"Stausø, Henne","Stausø, Henne"
1081,Nordjylland,810,Brønderslev Kommune,561255,"Stavad By, Tise","Stavad By, Tise"
1081,Nordjylland,787,Thisted Kommune,721257,"Staversbøl Gde., Vestervig","Staversbøl Gde., Vestervig"
1081,Nordjylland,846,Mariagerfjord Kommune,641458,"Staverslund Gde., Valsgård","Staverslund Gde., Valsgård"
1082,Midtjylland,657,Herning Kommune,1240459,"Stavlund Gde., Haderup","Stavlund Gde., Haderup"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,440654,"Stavlund, Espe","Stavlund, Espe"
1083,Syddanmark,575,Vejen Kommune,1280655,"Stavlund, Læborg","Stavlund, Læborg"
1081,Nordjylland,851,Aalborg Kommune,660258,"Stavn By, Farstrup","Stavn By, Farstrup"
1081,Nordjylland,851,Aalborg Kommune,661254,"Stavn By, Sebber","Stavn By, Sebber"
1083,Syddanmark,561,Esbjerg Kommune,1300757,"Stavnagergård, Seem","Stavnagergård, Seem"
1082,Midtjylland,741,Samsø Kommune,200455,"Stavns By, Onsbjerg","Stavns By, Onsbjerg"
1084,Hovedstaden,190,Furesø Kommune,90155,"Stavnsholt By, Farum","Stavnsholt By, Farum"
1085,Sjælland,370,Næstved Kommune,260458,"Stavnstrup By, Everdrup","Stavnstrup By, Everdrup"
1085,Sjælland,390,Vordingborg Kommune,260555,"Stavreby By, Jungshoved","Stavreby By, Jungshoved"
1085,Sjælland,376,Guldborgsund Kommune,520955,"Stavreby By, Skelby","Stavreby By, Skelby"
1082,Midtjylland,751,Århus Kommune,1030459,"Stavtrup By, Kolt","Stavtrup By, Kolt"
1085,Sjælland,390,Vordingborg Kommune,2001851,Stege Bygrunde,Stege Bygrunde
1085,Sjælland,390,Vordingborg Kommune,2001852,Stege Markjorder,Stege Markjorder
1085,Sjælland,390,Vordingborg Kommune,2001853,Stege Sekstenjorder,Stege Sekstenjorder
1083,Syddanmark,461,Odense Kommune,330856,"Stegsted By, Paarup","Stegsted By, Paarup"
1083,Syddanmark,580,Aabenraa Kommune,1500160,"Stemmild, Burkal","Stemmild, Burkal"
1082,Midtjylland,707,Norddjurs Kommune,900555,"Stenalt Hgd., Ørsted","Stenalt Hgd., Ørsted"
1085,Sjælland,370,Næstved Kommune,240155,"Stenbæksholm By, Fodby","Stenbæksholm By, Fodby"
1081,Nordjylland,787,Thisted Kommune,700456,"Stenbjerg By, Nørhå","Stenbjerg By, Nørhå"
1081,Nordjylland,810,Brønderslev Kommune,561051,"Stenbjerg Gde., Stenum","Stenbjerg Gde., Stenum"
1081,Nordjylland,846,Mariagerfjord Kommune,641654,"Stenbjerghus, Visborg","Stenbjerghus, Visborg"
1082,Midtjylland,791,Viborg Kommune,800354,"Stendal Plantage, Frederiks","Stendal Plantage, Frederiks"
1081,Nordjylland,860,Hjørring Kommune,561172,"Stendal, Tårs","Stendal, Tårs"
1082,Midtjylland,740,Silkeborg Kommune,801456,"Stendalgård, Vium","Stendalgård, Vium"
1083,Syddanmark,530,Billund Kommune,1330154,"Stenderup By, Ansager","Stenderup By, Ansager (Billund Kommune)"
1083,Syddanmark,573,Varde Kommune,1330154,"Stenderup By, Ansager","Stenderup By, Ansager (Varde Kommune)"
1083,Syddanmark,575,Vejen Kommune,1280359,"Stenderup By, Føvling","Stenderup By, Føvling"
1082,Midtjylland,766,Hedensted Kommune,1110755,"Stenderup By, Stenderup","Stenderup By, Stenderup"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,442652,"Stenderup By, V. Hæsinge","Stenderup By, V. Hæsinge"
1081,Nordjylland,860,Hjørring Kommune,530954,"Stenderup Gde., Mosbjerg","Stenderup Gde., Mosbjerg"
1083,Syddanmark,540,Sønderborg Kommune,1540352,"Stenderup, Nybøl","Stenderup, Nybøl"
1083,Syddanmark,575,Vejen Kommune,1440852,"Stenderup, Ø. Lindet","Stenderup, Ø. Lindet"
1083,Syddanmark,550,Tønder Kommune,1450552,"Stenderup, Toftlund","Stenderup, Toftlund"
1082,Midtjylland,661,Holstebro Kommune,1240654,"Stendis By, Ryde","Stendis By, Ryde"
1083,Syddanmark,482,Langeland Kommune,450857,"Stengade By, Tullebølle","Stengade By, Tullebølle"
1083,Syddanmark,482,Langeland Kommune,450754,"Stengade Sø, Tranekær","Stengade Sø, Tranekær"
1082,Midtjylland,756,Ikast-Brande Kommune,810261,"Stenholt By, Engesvang","Stenholt By, Engesvang"
1082,Midtjylland,740,Silkeborg Kommune,810556,"Stenholt By, Kragelund","Stenholt By, Kragelund"
1084,Hovedstaden,219,Hillerød Kommune,110855,"Stenholtsvang, Nødebo","Stenholtsvang, Nødebo"
1081,Nordjylland,840,Rebild Kommune,670952,"Stenild By, Stenild","Stenild By, Stenild"
1081,Nordjylland,820,Vesthimmerlands Kommune,650161,"Stenildvad Gde., Aars","Stenildvad Gde., Aars"
1085,Sjælland,259,Køge Kommune,50455,"Stenkelstrup, Ejby","Stenkelstrup, Ejby"
1085,Sjælland,340,Sorø Kommune,151155,"Stenlille By, Stenlille","Stenlille By, Stenlille"
1084,Hovedstaden,240,Egedal Kommune,90551,"Stenlille By, Stenløse","Stenlille By, Stenløse"
1084,Hovedstaden,240,Egedal Kommune,90552,"Stenløse By, Stenløse","Stenløse By, Stenløse (Egedal Kommune)"
1083,Syddanmark,461,Odense Kommune,331152,"Stenløse By, Stenløse","Stenløse By, Stenløse (Odense Kommune)"
1085,Sjælland,340,Sorø Kommune,221355,"Stenmagle By, Stenmagle","Stenmagle By, Stenmagle"
1082,Midtjylland,740,Silkeborg Kommune,801261,"Stenrøgel, Thorning","Stenrøgel, Thorning"
1081,Nordjylland,860,Hjørring Kommune,530255,"Stensbæk Hgd., Bindslev","Stensbæk Hgd., Bindslev"
1082,Midtjylland,615,Horsens Kommune,1071255,"Stensballe By, Vær","Stensballe By, Vær"
1082,Midtjylland,615,Horsens Kommune,1071256,"Stensballegård Hgd., Vær","Stensballegård Hgd., Vær"
1082,Midtjylland,756,Ikast-Brande Kommune,1190861,"Stensbjerg, Ikast","Stensbjerg, Ikast"
1085,Sjælland,390,Vordingborg Kommune,260663,"Stensby By, Kalvehave","Stensby By, Kalvehave"
1083,Syddanmark,480,Nordfyns Kommune,370758,"Stensby By, Skamby","Stensby By, Skamby"
