Regionskode,Regionsnavn,Kommunekode ,Kommunenavn,Ejerlavskode,Ejerlavsbetegnelse,Unikt navn
1082,Midtjylland,657,Herning Kommune,1191059,"Nr. Vejen, Rind","Nr. Vejen, Rind"
1083,Syddanmark,561,Esbjerg Kommune,1290853,"Nr. Vejrup By, Vejrup","Nr. Vejrup By, Vejrup"
1083,Syddanmark,630,Vejle Kommune,1130954,"Nr. Vilstrup By, Skibet","Nr. Vilstrup By, Skibet"
1083,Syddanmark,510,Haderslev Kommune,1420852,"Nr. Vilstrup, Vilstrup","Nr. Vilstrup, Vilstrup"
1082,Midtjylland,746,Skanderborg Kommune,1041052,"Nr. Vissing By, Veng","Nr. Vissing By, Veng"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1211154,"Nr. Vium By, Nr. Vium","Nr. Vium By, Nr. Vium"
1081,Nordjylland,813,Frederikshavn Kommune,550153,"Nr. Voerså By, Albæk","Nr. Voerså By, Albæk"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1210360,"Nr. Vognbjerg Gde., Dejbjerg","Nr. Vognbjerg Gde., Dejbjerg"
1082,Midtjylland,661,Holstebro Kommune,1230951,"Nr. Vosborg Hgd., Ulfborg","Nr. Vosborg Hgd., Ulfborg"
1081,Nordjylland,860,Hjørring Kommune,561553,"Nr. Vrå By, Vrå","Nr. Vrå By, Vrå"
1083,Syddanmark,510,Haderslev Kommune,1430651,"Nustrup Bæk, Nustrup","Nustrup Bæk, Nustrup"
1083,Syddanmark,510,Haderslev Kommune,1430654,"Nustrup Ejerlav, Nustrup","Nustrup Ejerlav, Nustrup"
1081,Nordjylland,820,Vesthimmerlands Kommune,661351,"Ny Årupgård, Vilsted","Ny Årupgård, Vilsted"
1085,Sjælland,390,Vordingborg Kommune,320254,"Ny Borre By, Borre","Ny Borre By, Borre"
1083,Syddanmark,550,Tønder Kommune,1480452,"Ny Frederikskog, Højer","Ny Frederikskog, Højer"
1083,Syddanmark,420,Assens Kommune,331663,"Ny Grøftebjerg Gde., Vissenbjerg","Ny Grøftebjerg Gde., Vissenbjerg"
1085,Sjælland,316,Holbæk Kommune,140456,"Ny Hagested By, Hagested","Ny Hagested By, Hagested"
1085,Sjælland,376,Guldborgsund Kommune,511156,"Ny Kirstineberg Hgd., Tingsted","Ny Kirstineberg Hgd., Tingsted"
1085,Sjælland,259,Køge Kommune,2000257,"Ny Lellingegård, Køge Jorder","Ny Lellingegård, Køge Jorder"
1082,Midtjylland,779,Skive Kommune,2005653,"Ny Skivehus, Skive Jorder","Ny Skivehus, Skive Jorder"
1085,Sjælland,316,Holbæk Kommune,141252,"Ny Sonnerup, Tuse","Ny Sonnerup, Tuse"
1082,Midtjylland,740,Silkeborg Kommune,801364,"Ny Vinderslevgård, Vinderslev","Ny Vinderslevgård, Vinderslev"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,440466,"Nybo By, Brahetrolleborg","Nybo By, Brahetrolleborg"
1084,Hovedstaden,210,Fredensborg Kommune,120755,"Nybo By, Humlebæk","Nybo By, Humlebæk"
1082,Midtjylland,661,Holstebro Kommune,1191859,"Nybo Gde., Tvis","Nybo Gde., Tvis"
1083,Syddanmark,540,Sønderborg Kommune,1540351,"Nybøl Ejerlav, Nybøl","Nybøl Ejerlav, Nybøl"
1083,Syddanmark,580,Aabenraa Kommune,1520255,"Nybøl, Hjordkær","Nybøl, Hjordkær"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,441255,"Nybølle By, Hillerslev","Nybølle By, Hillerslev"
1085,Sjælland,360,Lolland Kommune,490554,"Nybølle By, Horslunde","Nybølle By, Horslunde"
1085,Sjælland,360,Lolland Kommune,501055,"Nybølle By, Ryde","Nybølle By, Ryde"
1084,Hovedstaden,240,Egedal Kommune,21353,"Nybølle By, Smørum","Nybølle By, Smørum"
1085,Sjælland,360,Lolland Kommune,480952,"Nybøllegård Hgd., Holeby","Nybøllegård Hgd., Holeby"
1082,Midtjylland,766,Hedensted Kommune,1120953,"Nyborg By, Langskov","Nyborg By, Langskov"
1083,Syddanmark,450,Nyborg Kommune,2004151,Nyborg Bygrunde,Nyborg Bygrunde
1083,Syddanmark,450,Nyborg Kommune,2004152,Nyborg Markjorder,Nyborg Markjorder
1083,Syddanmark,479,Svendborg Kommune,430254,"Nyby By, Bregninge","Nyby By, Bregninge"
1083,Syddanmark,575,Vejen Kommune,1280654,"Nyby By, Læborg","Nyby By, Læborg"
1082,Midtjylland,657,Herning Kommune,1191255,"Nyby By, Sinding","Nyby By, Sinding"
1085,Sjælland,316,Holbæk Kommune,151756,"Nyby By, Tølløse","Nyby By, Tølløse"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,440463,"Nybygdgårde, Brahetrolleborg","Nybygdgårde, Brahetrolleborg"
1083,Syddanmark,420,Assens Kommune,390955,"Nyfæste, Kerte","Nyfæste, Kerte"
1085,Sjælland,306,Odsherred Kommune,160661,"Nygård By, Højby","Nygård By, Højby"
1082,Midtjylland,661,Holstebro Kommune,1240159,"Nygård Hgd., Ejsing","Nygård Hgd., Ejsing"
1085,Sjælland,360,Lolland Kommune,500254,"Nygård, Avnede","Nygård, Avnede"
1085,Sjælland,390,Vordingborg Kommune,260355,"Nygård, Beldringe","Nygård, Beldringe"
1082,Midtjylland,791,Viborg Kommune,820255,"Nygård, Daugbjerg","Nygård, Daugbjerg"
1083,Syddanmark,630,Vejle Kommune,1120460,"Nygård, Give","Nygård, Give"
1084,Hovedstaden,217,Helsingør Kommune,120456,"Nygård, Hellebæk","Nygård, Hellebæk"
1083,Syddanmark,482,Langeland Kommune,450253,"Nygård, Hou","Nygård, Hou"
1083,Syddanmark,540,Sønderborg Kommune,1550352,"Nygård, Kegnæs","Nygård, Kegnæs"
1082,Midtjylland,707,Norddjurs Kommune,971057,"Nygård, Lyngby","Nygård, Lyngby"
1082,Midtjylland,657,Herning Kommune,1192054,"Nygård, Ørre","Nygård, Ørre"
1085,Sjælland,390,Vordingborg Kommune,2001753,"Nygård, Præstø Jorder","Nygård, Præstø Jorder"
1083,Syddanmark,482,Langeland Kommune,450651,"Nygård, Stoense","Nygård, Stoense"
1082,Midtjylland,746,Skanderborg Kommune,1040357,"Nygårde By, Dover","Nygårde By, Dover"
1084,Hovedstaden,250,Frederikssund Kommune,70256,"Nygårde, Dråby","Nygårde, Dråby"
1082,Midtjylland,756,Ikast-Brande Kommune,1090264,"Nygårde, Ejstrup","Nygårde, Ejstrup"
1084,Hovedstaden,250,Frederikssund Kommune,70257,"Nyhuse, Dråby","Nyhuse, Dråby"
1084,Hovedstaden,219,Hillerød Kommune,2000760,"Nyhuse, Hillerød Jorder","Nyhuse, Hillerød Jorder"
1084,Hovedstaden,400,Bornholms Kommune,1370251,Nyker,Nyker
1085,Sjælland,376,Guldborgsund Kommune,2002951,Nykøbing F. Bygrunde,Nykøbing F. Bygrunde
1085,Sjælland,376,Guldborgsund Kommune,2002952,Nykøbing F. Markjorder,Nykøbing F. Markjorder
1081,Nordjylland,773,Morsø Kommune,2005451,Nykøbing M. Bygrunde,Nykøbing M. Bygrunde
1081,Nordjylland,773,Morsø Kommune,2005452,Nykøbing M. Markjorder,Nykøbing M. Markjorder
1085,Sjælland,306,Odsherred Kommune,2001051,Nykøbing S. Bygrunde,Nykøbing S. Bygrunde
1085,Sjælland,306,Odsherred Kommune,2001056,Nykøbing S. Torsjorder,Nykøbing S. Torsjorder
1085,Sjælland,306,Odsherred Kommune,2001057,Nykøbing S. Vangjorder,Nykøbing S. Vangjorder
1085,Sjælland,265,Roskilde Kommune,30752,"Nymarken, Himmelev","Nymarken, Himmelev"
1085,Sjælland,265,Roskilde Kommune,2000353,"Nymarken, Roskilde Jorder","Nymarken, Roskilde Jorder"
1083,Syddanmark,450,Nyborg Kommune,410454,"Nymølle, Ellested","Nymølle, Ellested"
1085,Sjælland,390,Vordingborg Kommune,320851,"Nyord Ø, Nyord","Nyord Ø, Nyord"
1085,Sjælland,390,Vordingborg Kommune,2002052,"Nyråd, Vordingborg Grunde","Nyråd, Vordingborg Grunde"
1085,Sjælland,390,Vordingborg Kommune,2002063,"Nyråd, Vordingborg Jorder","Nyråd, Vordingborg Jorder"
1085,Sjælland,370,Næstved Kommune,240352,"Nyrup By, Fyrendal","Nyrup By, Fyrendal"
1081,Nordjylland,820,Vesthimmerlands Kommune,670553,"Nyrup By, Gislum","Nyrup By, Gislum"
1085,Sjælland,306,Odsherred Kommune,160662,"Nyrup By, Højby","Nyrup By, Højby"
1084,Hovedstaden,217,Helsingør Kommune,120854,"Nyrup By, Mørdrup","Nyrup By, Mørdrup"
1083,Syddanmark,420,Assens Kommune,392153,"Nyrup By, Ørsted","Nyrup By, Ørsted"
1085,Sjælland,326,Kalundborg Kommune,180457,"Nyrup By, Raklev","Nyrup By, Raklev"
1081,Nordjylland,851,Aalborg Kommune,611252,"Nyrup By, Sønderholm","Nyrup By, Sønderholm"
1085,Sjælland,340,Sorø Kommune,221353,"Nyrup By, Stenmagle","Nyrup By, Stenmagle"
1084,Hovedstaden,217,Helsingør Kommune,120667,"Nyrup By, Tikøb","Nyrup By, Tikøb"
1085,Sjælland,316,Holbæk Kommune,151855,"Nyrup By, Ugerløse","Nyrup By, Ugerløse"
1084,Hovedstaden,217,Helsingør Kommune,120668,"Nyrup Hegn, Tikøb","Nyrup Hegn, Tikøb"
1085,Sjælland,320,Faxe Kommune,300357,"Nyrupgård, Faxe","Nyrupgård, Faxe"
1085,Sjælland,350,Lejre Kommune,61152,"Nyrupgård, Kirke Sonnerup","Nyrupgård, Kirke Sonnerup"
1085,Sjælland,340,Sorø Kommune,220856,"Nyrupgård, Lynge","Nyrupgård, Lynge"
1085,Sjælland,390,Vordingborg Kommune,260356,"Nysø Hgd., Beldringe","Nysø Hgd., Beldringe"
1085,Sjælland,390,Vordingborg Kommune,2001754,"Nysø Hgd., Præstø Jorder","Nysø Hgd., Præstø Jorder"
1085,Sjælland,376,Guldborgsund Kommune,2003051,Nysted Bygrunde,Nysted Bygrunde
1085,Sjælland,376,Guldborgsund Kommune,2003052,Nysted Markjorder,Nysted Markjorder
1081,Nordjylland,787,Thisted Kommune,701353,"Nystrup, Vang","Nystrup, Vang"
1081,Nordjylland,840,Rebild Kommune,640651,"Nysum By, Ravnkilde","Nysum By, Ravnkilde"
1084,Hovedstaden,219,Hillerød Kommune,2000761,"Nyvang, Hillerød Jorder","Nyvang, Hillerød Jorder"
1083,Syddanmark,561,Esbjerg Kommune,1460652,"Ø. Åbølling, Roager","Ø. Åbølling, Roager"
1083,Syddanmark,479,Svendborg Kommune,431157,"Ø. Åby By, Skårup","Ø. Åby By, Skårup"
1082,Midtjylland,707,Norddjurs Kommune,932353,"Ø. Alling By, Ø. Alling","Ø. Alling By, Ø. Alling"
1081,Nordjylland,851,Aalborg Kommune,601458,"Ø. Aslund, V. Hassing","Ø. Aslund, V. Hassing"
1081,Nordjylland,773,Morsø Kommune,741653,"Ø. Assels By, Ø. Assels","Ø. Assels By, Ø. Assels"
1082,Midtjylland,766,Hedensted Kommune,1100454,"Ø. Bisholt By, Glud","Ø. Bisholt By, Glud"
1082,Midtjylland,730,Randers Kommune,770252,"Ø. Bjerregrav By, Ø. Bjerregrav","Ø. Bjerregrav By, Ø. Bjerregrav"
1085,Sjælland,330,Slagelse Kommune,250164,"Ø. Bøgebjerg By, Boeslunde","Ø. Bøgebjerg By, Boeslunde"
1082,Midtjylland,740,Silkeborg Kommune,810157,"Ø. Bording By, Balle","Ø. Bording By, Balle"
1082,Midtjylland,791,Viborg Kommune,821555,"Ø. Børsting By, Smollerup","Ø. Børsting By, Smollerup"
1083,Syddanmark,479,Svendborg Kommune,420357,"Ø. Brændeskov, Gudbjerg","Ø. Brændeskov, Gudbjerg"
1083,Syddanmark,573,Varde Kommune,1340452,"Ø. Bredmose By, Ho","Ø. Bredmose By, Ho"
1083,Syddanmark,492,Ærø Kommune,1320155,"Ø. Bregninge By, Bregninge","Ø. Bregninge By, Bregninge"
1081,Nordjylland,810,Brønderslev Kommune,561859,"Ø. Brønderslev By, Ø. Brønderslev","Ø. Brønderslev By, Ø. Brønderslev"
1083,Syddanmark,573,Varde Kommune,1340761,"Ø. Debel By, Lunde","Ø. Debel By, Lunde"
1081,Nordjylland,846,Mariagerfjord Kommune,641559,"Ø. Doense By, Vebbestrup","Ø. Doense By, Vebbestrup"
1082,Midtjylland,779,Skive Kommune,830256,"Ø. Dølby By, Dølby","Ø. Dølby By, Dølby"
1085,Sjælland,390,Vordingborg Kommune,261458,"Ø. Egesborg By, Ø. Egesborg","Ø. Egesborg By, Ø. Egesborg"
1081,Nordjylland,820,Vesthimmerlands Kommune,651160,"Ø. Faldgårde, Overlade","Ø. Faldgårde, Overlade"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1210560,"Ø. Finderup Gde., Hanning","Ø. Finderup Gde., Hanning"
1083,Syddanmark,550,Tønder Kommune,1490553,"Ø. Gammelby, Visby","Ø. Gammelby, Visby"
1083,Syddanmark,550,Tønder Kommune,1460753,"Ø. Gasse, Skærbæk","Ø. Gasse, Skærbæk"
1083,Syddanmark,580,Aabenraa Kommune,1530559,"Ø. Gejl, Holbøl","Ø. Gejl, Holbøl"
1083,Syddanmark,575,Vejen Kommune,1270355,"Ø. Gesten By, Gesten","Ø. Gesten By, Gesten"
1082,Midtjylland,779,Skive Kommune,840252,"Ø. Grønning By, Grønning","Ø. Grønning By, Grønning"
1082,Midtjylland,779,Skive Kommune,860561,"Ø. Hærup, Lihme","Ø. Hærup, Lihme"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,442854,"Ø. Hæsinge By, Ø. Hæsinge","Ø. Hæsinge By, Ø. Hæsinge"
1081,Nordjylland,851,Aalborg Kommune,601357,"Ø. Halne By, Vadum","Ø. Halne By, Vadum"
1081,Nordjylland,851,Aalborg Kommune,601558,"Ø. Hassing By, Ø. Hassing","Ø. Hassing By, Ø. Hassing"
1081,Nordjylland,810,Brønderslev Kommune,550455,"Ø. Hebbelstrup Gde., Hallund","Ø. Hebbelstrup Gde., Hallund"
1081,Nordjylland,820,Vesthimmerlands Kommune,660958,"Ø. Hedegård, Oudrup","Ø. Hedegård, Oudrup"
1081,Nordjylland,810,Brønderslev Kommune,561360,"Ø. Hjermitslev By, Tolstrup","Ø. Hjermitslev By, Tolstrup"
1081,Nordjylland,810,Brønderslev Kommune,560565,"Ø. Hjulskov Gde., Jerslev","Ø. Hjulskov Gde., Jerslev"
1082,Midtjylland,657,Herning Kommune,1191069,"Ø. Høgild By, Rind","Ø. Høgild By, Rind"
1083,Syddanmark,550,Tønder Kommune,1500458,"Ø. Højst, Højst","Ø. Højst, Højst"
1081,Nordjylland,840,Rebild Kommune,610855,"Ø. Hornum By, Ø. Hornum","Ø. Hornum By, Ø. Hornum"
1081,Nordjylland,773,Morsø Kommune,730553,"Ø. Hunderup By, Ejerslev","Ø. Hunderup By, Ejerslev"
1081,Nordjylland,773,Morsø Kommune,740455,"Ø. Hvidbjerg By, Hvidbjerg","Ø. Hvidbjerg By, Hvidbjerg"
1081,Nordjylland,773,Morsø Kommune,731051,"Ø. Jølby By, Ø. Jølby","Ø. Jølby By, Ø. Jølby"
1085,Sjælland,360,Lolland Kommune,490356,"Ø. Karleby By, Halsted","Ø. Karleby By, Halsted"
1085,Sjælland,360,Lolland Kommune,490854,"Ø. Karleby By, Løjtofte","Ø. Karleby By, Løjtofte"
1082,Midtjylland,740,Silkeborg Kommune,810454,"Ø. Kejlstrup, Gødvad","Ø. Kejlstrup, Gødvad"
1085,Sjælland,376,Guldborgsund Kommune,510451,"Ø. Kippinge By, Kippinge","Ø. Kippinge By, Kippinge"
1082,Midtjylland,730,Randers Kommune,880553,"Ø. Kondrup By, Kastbjerg","Ø. Kondrup By, Kastbjerg"
1081,Nordjylland,840,Rebild Kommune,631156,"Ø. Korup Gde., Solbjerg","Ø. Korup Gde., Solbjerg"
1082,Midtjylland,791,Viborg Kommune,760855,"Ø. Låstrup By, Låstrup","Ø. Låstrup By, Låstrup"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180653,"Ø. Lem By, Sdr. Lem","Ø. Lem By, Sdr. Lem"
1082,Midtjylland,779,Skive Kommune,1240262,"Ø. Lidegård, Estvad","Ø. Lidegård, Estvad"
1081,Nordjylland,810,Brønderslev Kommune,561857,"Ø. Linderup By, Ø. Brønderslev","Ø. Linderup By, Ø. Brønderslev"
1083,Syddanmark,575,Vejen Kommune,1440853,"Ø. Lindet Ejerlav, Ø. Lindet","Ø. Lindet Ejerlav, Ø. Lindet"
1083,Syddanmark,580,Aabenraa Kommune,1510456,"Ø. Løgum Ejerlav, Ø. Løgum","Ø. Løgum Ejerlav, Ø. Løgum"
1083,Syddanmark,480,Nordfyns Kommune,360458,"Ø. Lunde By, Lunde","Ø. Lunde By, Lunde"
1082,Midtjylland,779,Skive Kommune,840253,"Ø. Lyby By, Grønning","Ø. Lyby By, Grønning"
1082,Midtjylland,779,Skive Kommune,840555,"Ø. Lyby By, Lyby","Ø. Lyby By, Lyby"
1085,Sjælland,306,Odsherred Kommune,2001059,"Ø. Lyng, Nykøbing S. Jorder","Ø. Lyng, Nykøbing S. Jorder"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,2008762,"Ø. Marup, Skjern Jorder","Ø. Marup, Skjern Jorder"
1081,Nordjylland,810,Brønderslev Kommune,560566,"Ø. Mellerup By, Jerslev","Ø. Mellerup By, Jerslev"
1081,Nordjylland,810,Brønderslev Kommune,560567,"Ø. Mellerup Mølle, Jerslev","Ø. Mellerup Mølle, Jerslev"
1082,Midtjylland,779,Skive Kommune,841054,"Ø. Møjbæk, Thorum","Ø. Møjbæk, Thorum"
1085,Sjælland,360,Lolland Kommune,490357,"Ø. Nordlunde By, Halsted","Ø. Nordlunde By, Halsted"
1082,Midtjylland,671,Struer Kommune,1221552,"Ø. Ølby By, Ølby","Ø. Ølby By, Ølby"
1081,Nordjylland,820,Vesthimmerlands Kommune,660452,"Ø. Ørbæk By, Kornum","Ø. Ørbæk By, Kornum"
1082,Midtjylland,665,Lemvig Kommune,1261458,"Ø. Ørs Gde., Rom","Ø. Ørs Gde., Rom"
1081,Nordjylland,820,Vesthimmerlands Kommune,650167,"Ø. Oustrup, Aars","Ø. Oustrup, Aars"
1081,Nordjylland,787,Thisted Kommune,690651,"Ø. Skårup, Nors","Ø. Skårup, Nors"
1083,Syddanmark,479,Svendborg Kommune,431752,"Ø. Skerninge By, Ø. Skerninge","Ø. Skerninge By, Ø. Skerninge"
1085,Sjælland,360,Lolland Kommune,481454,"Ø. Skørringe By, Skørringe","Ø. Skørringe By, Skørringe"
1085,Sjælland,360,Lolland Kommune,500554,"Ø. Skovby By, Græshave","Ø. Skovby By, Græshave"
1082,Midtjylland,766,Hedensted Kommune,1121857,"Ø. Snede By, Ø. Snede","Ø. Snede By, Ø. Snede"
1083,Syddanmark,630,Vejle kommune,1151056,"Ø. Starup By, Ø. Starup","Ø. Starup By, Ø. Starup"
1085,Sjælland,330,Slagelse Kommune,251558,"Ø. Stillinge By, Kirke Stillinge","Ø. Stillinge By, Kirke Stillinge"
1081,Nordjylland,820,Vesthimmerlands Kommune,661455,"Ø. Strett, Vindblæs","Ø. Strett, Vindblæs"
1084,Hovedstaden,219,Hillerød Kommune,110858,"Ø. Strødam, Nødebo","Ø. Strødam, Nødebo"
1081,Nordjylland,851,Aalborg Kommune,2005060,"Ø. Sundby, Aalborg Jorder","Ø. Sundby, Aalborg Jorder"
1081,Nordjylland,849,Jammerbugt Kommune,580754,"Ø. Svenstrup By, Ø. Svenstrup","Ø. Svenstrup By, Ø. Svenstrup"
1085,Sjælland,265,Roskilde Kommune,50854,"Ø. Syv By, Syv","Ø. Syv By, Syv"
1083,Syddanmark,550,Tønder Kommune,1510154,"Ø. Terp, Bedsted","Ø. Terp, Bedsted"
1085,Sjælland,360,Lolland Kommune,481857,"Ø. Tirsted By, Tirsted","Ø. Tirsted By, Tirsted"
1082,Midtjylland,671,Struer Kommune,1261359,"Ø. Toftum, Resen","Ø. Toftum, Resen"
1082,Midtjylland,730,Randers Kommune,881154,"Ø. Tørslev By, Ø. Tørslev","Ø. Tørslev By, Ø. Tørslev"
1083,Syddanmark,630,Vejle kommune,1140164,"Ø. Torsted By, Egtved","Ø. Torsted By, Egtved"
1085,Sjælland,376,Guldborgsund Kommune,472151,"Ø. Ulslev By, Ø. Ulslev","Ø. Ulslev By, Ø. Ulslev"
1083,Syddanmark,621,Kolding Kommune,1270957,"Ø. Vamdrup By, Vamdrup","Ø. Vamdrup By, Vamdrup"
1081,Nordjylland,787,Thisted Kommune,691251,"Ø. Vandet By, Ø. Vandet","Ø. Vandet By, Ø. Vandet"
1082,Midtjylland,740,Silkeborg Kommune,801157,"Ø. Vandet, Sjørslev","Ø. Vandet, Sjørslev"
1083,Syddanmark,561,Esbjerg Kommune,1300652,"Ø. Vedsted By, Ribe","Ø. Vedsted By, Ribe"
1081,Nordjylland,787,Thisted Kommune,681252,"Ø. Vejler, Øsløs","Ø. Vejler, Øsløs"
1081,Nordjylland,787,Thisted Kommune,680859,"Ø. Vejler, Tømmerby","Ø. Vejler, Tømmerby"
1081,Nordjylland,849,Jammerbugt Kommune,681154,"Ø. Vejler, Vust","Ø. Vejler, Vust"
1082,Midtjylland,730,Randers Kommune,781951,"Ø. Velling By, Ø. Velling","Ø. Velling By, Ø. Velling"
1081,Nordjylland,860,Hjørring Kommune,541853,"Ø. Vidstrup By, Vidstrup","Ø. Vidstrup By, Vidstrup"
1083,Syddanmark,573,Varde Kommune,1340162,"Ø. Vrøgum By, Ål","Ø. Vrøgum By, Ål"
1083,Syddanmark,561,Esbjerg Kommune,1300553,"Obbekær By, Obbekær","Obbekær By, Obbekær"
1082,Midtjylland,707,Norddjurs Kommune,971058,"Obdrup By, Lyngby","Obdrup By, Lyngby"
1083,Syddanmark,580,Aabenraa Kommune,1510254,"Øbening, Egvad","Øbening, Egvad"
1082,Midtjylland,661,Holstebro Kommune,1240857,"Obitsø Gde., Sahl","Obitsø Gde., Sahl"
1085,Sjælland,370,Næstved Kommune,280160,"Øbjerggård Hgd., Hammer","Øbjerggård Hgd., Hammer"
1085,Sjælland,390,Vordingborg Kommune,280358,"Øbjerggård Hgd., Køng","Øbjerggård Hgd., Køng"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200952,"Obling Birkekær, Sdr. Bork","Obling Birkekær, Sdr. Bork"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200954,"Obling By, Sdr. Bork","Obling By, Sdr. Bork"
1082,Midtjylland,791,Viborg Kommune,771455,"Øby By, Viskum","Øby By, Viskum"
1082,Midtjylland,671,Struer Kommune,721052,"Odby By, Odby","Odby By, Odby"
1081,Nordjylland,846,Mariagerfjord Kommune,640159,"Odde By, Als","Odde By, Als"
1083,Syddanmark,563,Fanø Kommune,1351151,"Odden By, Nordby","Odden By, Nordby"
1082,Midtjylland,779,Skive Kommune,830655,"Oddense By, Oddense","Oddense By, Oddense"
1082,Midtjylland,727,Odder Kommune,1001060,"Odder By, Odder","Odder By, Odder"
1083,Syddanmark,630,Vejle Kommune,1121458,"Odderbæk, Thyregod","Odderbæk, Thyregod"
1082,Midtjylland,740,Silkeborg Kommune,801257,"Oddermark, Thorning","Oddermark, Thorning"
1081,Nordjylland,787,Thisted Kommune,690254,"Oddershedegård, Hillerslev","Oddershedegård, Hillerslev"
1083,Syddanmark,607,Fredericia Kommune,1160354,"Oddersted By, Taulov","Oddersted By, Taulov"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200156,"Odderup By, Ådum","Odderup By, Ådum"
1085,Sjælland,265,Roskilde Kommune,30354,"Øde Hastrup By, Vor Frue","Øde Hastrup By, Vor Frue"
1085,Sjælland,376,Guldborgsund Kommune,471455,"Ødegård, Sakskøbing","Ødegård, Sakskøbing"
1085,Sjælland,340,Sorø Kommune,220455,"Ødemark Hgd., Bromme","Ødemark Hgd., Bromme"
1085,Sjælland,330,Slagelse Kommune,250855,"Ødemark Hgd., Nordrupvester","Ødemark Hgd., Nordrupvester"
1085,Sjælland,259,Køge Kommune,310955,"Ødemark, Lidemark","Ødemark, Lidemark"
1085,Sjælland,340,Sorø Kommune,220755,"Ødemarkshuse, Kirke Flinterup","Ødemarkshuse, Kirke Flinterup"
1083,Syddanmark,461,Odense Kommune,2003851,Odense Bygrunde,Odense Bygrunde
1083,Syddanmark,621,Kolding Kommune,1311653,"Ødis By, Ødis","Ødis By, Ødis"
1083,Syddanmark,621,Kolding Kommune,1311654,"Ødis-Bramdrup By, Ødis","Ødis-Bramdrup By, Ødis"
1083,Syddanmark,630,Vejle kommune,1140456,"Ødsted By, Ødsted","Ødsted By, Ødsted"
1083,Syddanmark,607,Fredericia Kommune,1160154,"Ødstedgård, Bredstrup","Ødstedgård, Bredstrup"
1082,Midtjylland,710,Favrskov Kommune,911256,"Ødum By, Ødum","Ødum By, Ødum"
1085,Sjælland,390,Vordingborg Kommune,260956,"Øen Skovhuse By, Skibinge","Øen Skovhuse By, Skibinge"
1085,Sjælland,390,Vordingborg Kommune,260557,"Øen Smidstrup By, Jungshoved","Øen Smidstrup By, Jungshoved"
1082,Midtjylland,615,Horsens Kommune,1111352,"Oens By, Ølsted","Oens By, Ølsted"
1082,Midtjylland,706,Syddjurs Kommune,2006256,"Øerne, Ebeltoft Jorder","Øerne, Ebeltoft Jorder"
1085,Sjælland,360,Lolland Kommune,2002853,"Øerne, Nakskov Jorder","Øerne, Nakskov Jorder"
1082,Midtjylland,751,Århus Kommune,950555,"Ogstrup, Mejlby","Ogstrup, Mejlby"
1082,Midtjylland,657,Herning Kommune,1191060,"Okkels, Rind","Okkels, Rind"
1083,Syddanmark,573,Varde Kommune,1340159,"Oksbøl By, Ål","Oksbøl By, Ål"
1083,Syddanmark,540,Sønderborg Kommune,1560453,"Oksbøl Ejerlav, Oksbøl","Oksbøl Ejerlav, Oksbøl"
1083,Syddanmark,573,Varde Kommune,1341152,"Oksby Enge, Oksby","Oksby Enge, Oksby"
1085,Sjælland,330,Slagelse Kommune,231159,"Øksenæs, Magleby","Øksenæs, Magleby"
1083,Syddanmark,630,Vejle Kommune,1121055,"Oksenbjerge By, Ø. Nykirke","Oksenbjerge By, Ø. Nykirke"
1081,Nordjylland,787,Thisted Kommune,721254,"Oksenbøl By, Vestervig","Oksenbøl By, Vestervig"
1083,Syddanmark,450,Nyborg Kommune,421252,"Øksendrup By, Øksendrup","Øksendrup By, Øksendrup"
1081,Nordjylland,813,Frederikshavn Kommune,551365,"Øksenhede, Volstrup","Øksenhede, Volstrup"
1082,Midtjylland,706,Syddjurs Kommune,971358,"Øksenmølle By, Tirstrup","Øksenmølle By, Tirstrup"
1082,Midtjylland,779,Skive Kommune,830257,"Øksenvad By, Dølby","Øksenvad By, Dølby"
1083,Syddanmark,510,Haderslev Kommune,1430753,"Oksenvad Ejerlav, Oksenvad","Oksenvad Ejerlav, Oksenvad"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1200460,"Okslund By, Hoven","Okslund By, Hoven"
1083,Syddanmark,575,Vejen Kommune,1280558,"Okslund By, Lindknud","Okslund By, Lindknud"
1083,Syddanmark,561,Esbjerg Kommune,2007569,"Oksvang, Esbjerg Jorder","Oksvang, Esbjerg Jorder"
1081,Nordjylland,787,Thisted Kommune,710352,"Øland Hgd., Harring","Øland Hgd., Harring"
1085,Sjælland,259,Køge Kommune,50658,"Ølby By, Højelse","Ølby By, Højelse"
1083,Syddanmark,492,Ærø Kommune,1320355,"Olde By, Rise","Olde By, Rise"
1085,Sjælland,340,Sorø Kommune,220857,"Oldebjerggård, Lynge","Oldebjerggård, Lynge"
